id,page,original_catalog_page,collection,section,product,sku,size,thickness,finish,unit,price,price_pl,price_npl,confidence
450,19,39,Join,Join base tiles small formats / Aextra20,Manor,AFAC,,,"Matt
RT R10 B",€/mq,,45.0,50.6,low
451,19,39,Join,Join base tiles small formats / Aextra20,Manor,AFB0,,9 mm,"Soft
RT",€/mq,,74.35,83.7,low
452,19,39,Join,Join base tiles small formats / Aextra20,Manor,AFDQ,,,"Matt
RT R10 B",€/mq,,74.35,83.7,low
453,19,39,Join,Join base tiles small formats / Aextra20,Platinum,AHE9,,9 mm,"Soft
RT",€/mq,,53.75,60.5,low
454,19,39,Join,Join base tiles small formats / Aextra20,Platinum,AHF4,,,"Matt
RT R10 B",€/mq,,53.75,60.5,low
455,19,39,Join,Join base tiles small formats / Aextra20,Platinum,AHFF,,9 mm,"Soft
RT",€/mq,,45.0,50.6,low
456,19,39,Join,Join base tiles small formats / Aextra20,Platinum,AHF9,,,"Matt
RT R10 B",€/mq,,45.0,50.6,low
457,19,39,Join,Join base tiles small formats / Aextra20,Platinum,AHKQ,,9 mm,"Soft
RT",€/mq,,74.35,83.7,low
458,19,39,Join,Join base tiles small formats / Aextra20,Platinum,AHKL,,,"Matt
RT R10 B",€/mq,,74.35,83.7,low
459,19,39,Join,Join base tiles small formats / Aextra20,Plume,AFAD,,9 mm,"Soft
RT",€/mq,,53.75,60.5,low
460,19,39,Join,Join base tiles small formats / Aextra20,Plume,AFAF,,,"Matt
RT R10 B",€/mq,,53.75,60.5,low
461,19,39,Join,Join base tiles small formats / Aextra20,Plume,AFAE,,9 mm,"Soft
RT",€/mq,,45.0,50.6,low
462,19,39,Join,Join base tiles small formats / Aextra20,Plume,AFAG,,,"Matt
RT R10 B",€/mq,,45.0,50.6,low
463,19,39,Join,Join base tiles small formats / Aextra20,Plume,AFB1,,9 mm,"Soft
RT",€/mq,,74.35,83.7,low
464,19,39,Join,Join base tiles small formats / Aextra20,Plume,AFDR,,,"Matt
RT R10 B",€/mq,,74.35,83.7,low
465,19,39,Join,Join base tiles small formats / Aextra20,Plume,AFCU,,20 mm,"Aextra20
RT R11 C",€/mq,,92.35,106.3,low
466,19,39,Join,Join base tiles small formats / Aextra20,Glare,AEZQ,,9 mm,"Soft
RT",€/mq,,55.75,62.75,low
467,19,39,Join,Join base tiles small formats / Aextra20,Glare,AEZS,,,"Matt
RT R10 B",€/mq,,55.75,62.75,low
468,19,39,Join,Join base tiles small formats / Aextra20,Glare,AEZR,,9 mm,"Soft
RT",€/mq,,46.6,52.45,low
469,19,39,Join,Join base tiles small formats / Aextra20,Glare,AEZT,,,"Matt
RT R10 B",€/mq,,46.6,52.45,low
470,19,39,Join,Join base tiles small formats / Aextra20,Glare,AFBC,,9 mm,"Soft
RT",€/mq,,76.35,85.9,low
471,19,39,Join,Join base tiles small formats / Aextra20,Glare,AFDM,,,"Matt
RT R10 B",€/mq,,76.35,85.9,low
472,19,39,Join,Join base tiles small formats / Aextra20,Glare,AHE6,,20 mm,"Aextra20
RT R11 C",€/mq,,137.8,158.5,low
473,19,39,Join,Join base tiles small formats / Aextra20,Glare,AHEG,,20 mm,"Aextra20
RT R11 C",€/mq,,92.35,106.3,low
474,19,39,Join,Join base tiles small formats / Aextra20,Moon,AHFA,,9 mm,"Soft
RT",€/mq,,55.75,62.75,low
475,19,39,Join,Join base tiles small formats / Aextra20,Moon,AHF5,,,"Matt
RT R10 B",€/mq,,55.75,62.75,low
476,19,39,Join,Join base tiles small formats / Aextra20,Moon,AHFK,,9 mm,"Soft
RT",€/mq,,46.6,52.45,low
477,19,39,Join,Join base tiles small formats / Aextra20,Moon,AHGA,,,"Matt
RT R10 B",€/mq,,46.6,52.45,low
478,19,39,Join,Join base tiles small formats / Aextra20,Moon,AHKR,,9 mm,"Soft
RT",€/mq,,76.35,85.9,low
479,19,39,Join,Join base tiles small formats / Aextra20,Moon,AHKM,,,"Matt
RT R10 B",€/mq,,76.35,85.9,low
480,19,39,Join,Join base tiles small formats / Aextra20,Moon,AHUW,,"8,5 mm","Soft
NR",€/mq,,72.1,81.1,low
481,19,39,Join,Join base tiles small formats / Aextra20,Chimney,AFAH,,9 mm,"Soft
RT",€/mq,,55.75,62.75,low
482,19,39,Join,Join base tiles small formats / Aextra20,Chimney,AFAJ,,,"Matt
RT R10 B",€/mq,,55.75,62.75,low
483,19,39,Join,Join base tiles small formats / Aextra20,Chimney,AFAI,,9 mm,"Soft
RT",€/mq,,46.6,52.45,low
484,19,39,Join,Join base tiles small formats / Aextra20,Chimney,AFAK,,,"Matt
RT R10 B",€/mq,,46.6,52.45,low
485,19,39,Join,Join base tiles small formats / Aextra20,Chimney,AFC1,,9 mm,"Soft
RT",€/mq,,76.35,85.9,low
486,19,39,Join,Join base tiles small formats / Aextra20,Chimney,AFDS,,,"Matt
RT R10 B",€/mq,,76.35,85.9,low
487,19,39,Join,Join base tiles small formats / Aextra20,Chimney,AHUU,,"8,5 mm","Soft
NR",€/mq,,72.1,81.1,low
488,19,39,Join,Join base tiles small formats / Aextra20,Mocha,AHFD,,9 mm,"Soft
RT",€/mq,,55.75,62.75,low
489,19,39,Join,Join base tiles small formats / Aextra20,Mocha,AHF8,,,"Matt
RT R10 B",€/mq,,55.75,62.75,low
490,19,39,Join,Join base tiles small formats / Aextra20,Mocha,AHFN,,9 mm,"Soft
RT",€/mq,,46.6,52.45,low
491,19,39,Join,Join base tiles small formats / Aextra20,Mocha,AHGD,,,"Matt
RT R10 B",€/mq,,46.6,52.45,low
492,19,39,Join,Join base tiles small formats / Aextra20,Mocha,AHKU,,9 mm,"Soft
RT",€/mq,,76.35,85.9,low
493,19,39,Join,Join base tiles small formats / Aextra20,Mocha,AHKP,,,"Matt
RT R10 B",€/mq,,76.35,85.9,low
494,20,40,Join,Join colored small formats,Spice,AEZJ,60x60 cm,9 mm,"Soft
RT",€/mq,,81.35,91.45,medium
495,20,40,Join,Join colored small formats,Spice,AFAL,30x60 cm,9 mm,"Soft
RT",€/mq,,60.5,68.1,medium
496,20,40,Join,Join colored small formats,Spice,AFAM,"11,7x60 cm",9 mm,"Soft
RT",€/mq,,51.05,57.35,medium
497,20,40,Join,Join colored small formats,Spice,AFC2,6x24 cm,9 mm,"Soft
RT",€/mq,,81.5,91.8,medium
498,20,40,Join,Join colored small formats,Peach,AHH0,60x120 cm,6 mm,"Matt
RT",€/mq,,119.5,131.45,medium
499,20,40,Join,Join colored small formats,Peach,AHEB,60x60 cm,9 mm,"Soft
RT",€/mq,,81.35,91.45,medium
500,20,40,Join,Join colored small formats,Peach,AHFG,30x60 cm,9 mm,"Soft
RT",€/mq,,60.5,68.1,medium
501,20,40,Join,Join colored small formats,Peach,AHFP,"11,7x60 cm",9 mm,"Soft
RT",€/mq,,51.05,57.35,medium
502,20,40,Join,Join colored small formats,Peach,AHKW,6x24 cm,9 mm,"Soft
RT",€/mq,,81.5,91.8,medium
503,20,40,Join,Join colored small formats,Peach,AHU0,,"8,5 mm","Soft
NR",€/mq,,72.1,81.1,low
504,20,40,Join,Join colored small formats,Mango,AHEE,60x60 cm,9 mm,"Soft
RT",€/mq,,81.35,91.45,medium
505,20,40,Join,Join colored small formats,Mango,AHFJ,30x60 cm,9 mm,"Soft
RT",€/mq,,60.5,68.1,medium
506,20,40,Join,Join colored small formats,Mango,AHFS,"11,7x60 cm",9 mm,"Soft
RT",€/mq,,51.05,57.35,medium
507,20,40,Join,Join colored small formats,Mango,AHKZ,6x24 cm,9 mm,"Soft
RT",€/mq,,81.5,91.8,medium
508,20,40,Join,Join colored small formats,Lilac,AHEC,60x60 cm,9 mm,"Soft
RT",€/mq,,81.35,91.45,medium
509,20,40,Join,Join colored small formats,Lilac,AHFH,30x60 cm,9 mm,"Soft
RT",€/mq,,60.5,68.1,medium
510,20,40,Join,Join colored small formats,Lilac,AHFQ,"11,7x60 cm",9 mm,"Soft
RT",€/mq,,51.05,57.35,medium
511,20,40,Join,Join colored small formats,Lilac,AHKY,6x24 cm,9 mm,"Soft
RT",€/mq,,81.5,91.8,medium
512,20,40,Join,Join colored small formats,Verve,AEZK,60x60 cm,9 mm,"Soft
RT",€/mq,,81.35,91.45,medium
513,20,40,Join,Join colored small formats,Verve,AFAN,30x60 cm,9 mm,"Soft
RT",€/mq,,60.5,68.1,medium
514,20,40,Join,Join colored small formats,Verve,AFAO,"11,7x60 cm",9 mm,"Soft
RT",€/mq,,51.05,57.35,medium
515,20,40,Join,Join colored small formats,Verve,AFC3,6x24 cm,9 mm,"Soft
RT",€/mq,,81.5,91.8,medium
516,20,40,Join,Join colored small formats,Fern,AHHZ,60x120 cm,6 mm,"Matt
RT",€/mq,,119.5,131.45,medium
517,20,40,Join,Join colored small formats,Fern,AHEA,60x60 cm,9 mm,"Soft
RT",€/mq,,81.35,91.45,medium
518,20,40,Join,Join colored small formats,Fern,AHFE,30x60 cm,9 mm,"Soft
RT",€/mq,,60.5,68.1,medium
519,20,40,Join,Join colored small formats,Fern,AHFO,"11,7x60 cm",9 mm,"Soft
RT",€/mq,,51.05,57.35,medium
520,20,40,Join,Join colored small formats,Fern,AHKV,6x24 cm,9 mm,"Soft
RT",€/mq,,81.5,91.8,medium
521,20,40,Join,Join colored small formats,Fern,AHUZ,,"8,5 mm","Soft
NR",€/mq,,72.1,81.1,low
522,20,40,Join,Join colored small formats,Ink,AEZL,60x60 cm,9 mm,"Soft
RT",€/mq,,81.35,91.45,medium
523,20,40,Join,Join colored small formats,Ink,AFAP,30x60 cm,9 mm,"Soft
RT",€/mq,,60.5,68.1,medium
524,20,40,Join,Join colored small formats,Ink,AFAQ,"11,7x60 cm",9 mm,"Soft
RT",€/mq,,51.05,57.35,medium
525,20,40,Join,Join colored small formats,Ink,AFC4,6x24 cm,9 mm,"Soft
RT",€/mq,,81.5,91.8,medium
526,20,40,Join,Join colored small formats,Sky,AHH1,60x120 cm,6 mm,"Matt
RT",€/mq,,119.5,131.45,medium
527,20,40,Join,Join colored small formats,Sky,AHED,60x60 cm,9 mm,"Soft
RT",€/mq,,81.35,91.45,medium
528,20,40,Join,Join colored small formats,Sky,AHFI,30x60 cm,9 mm,"Soft
RT",€/mq,,60.5,68.1,medium
529,20,40,Join,Join colored small formats,Sky,AHFR,"11,7x60 cm",9 mm,"Soft
RT",€/mq,,51.05,57.35,medium
530,20,40,Join,Join colored small formats,Sky,AHKX,6x24 cm,9 mm,"Soft
RT",€/mq,,81.5,91.8,medium
531,20,40,Join,Join colored small formats,Sky,AHU1,,"8,5 mm","Soft
NR",€/mq,,72.1,81.1,low
532,21,41,Join,Join accessories,Candle,AFD4,,,,€/pz,11.45,,,low
533,21,41,Join,Join accessories,Candle,AFFU,,,,€/pz,228.6,,,low
534,21,41,Join,Join accessories,Candle,AFIL,,,,€/pz,228.6,,,low
535,21,41,Join,Join accessories,Candle,AFF6,,,,€/pz,110.55,,,low
536,21,41,Join,Join accessories,Candle,AFGG,,,,€/pz,110.55,,,low
537,21,41,Join,Join accessories,Candle,AFGU,,,,€/pz,135.1,,,low
538,21,41,Join,Join accessories,Candle,AFGN,,,,€/pz,135.1,,,low
539,21,41,Join,Join accessories,Ivory,AHI4,,,,€/pz,11.45,,,low
540,21,41,Join,Join accessories,Ivory,AHJY,,,,€/pz,228.6,,,low
541,21,41,Join,Join accessories,Ivory,AHJT,,,,€/pz,228.6,,,low
542,21,41,Join,Join accessories,Ivory,AHJJ,,,,€/pz,110.55,,,low
543,21,41,Join,Join accessories,Ivory,AHJE,,,,€/pz,110.55,,,low
544,21,41,Join,Join accessories,Ivory,AHKD,,,,€/pz,135.1,,,low
545,21,41,Join,Join accessories,Ivory,AHJ8,,,,€/pz,135.1,,,low
546,21,41,Join,Join accessories,Ginger,AHI5,,,,€/pz,11.45,,,low
547,21,41,Join,Join accessories,Ginger,AHJZ,,,,€/pz,228.6,,,low
548,21,41,Join,Join accessories,Ginger,AHJU,,,,€/pz,228.6,,,low
549,21,41,Join,Join accessories,Ginger,AHJK,,,,€/pz,110.55,,,low
550,21,41,Join,Join accessories,Ginger,AHJF,,,,€/pz,110.55,,,low
551,21,41,Join,Join accessories,Ginger,AHKE,,,,€/pz,135.1,,,low
552,21,41,Join,Join accessories,Ginger,AHJ9,,,,€/pz,135.1,,,low
553,21,41,Join,Join accessories,Wing,AFD5,,,,€/pz,11.45,,,low
554,21,41,Join,Join accessories,Wing,AFFV,,,,€/pz,228.6,,,low
555,21,41,Join,Join accessories,Wing,AFF2,,,,€/pz,228.6,,,low
556,21,41,Join,Join accessories,Wing,AFF7,,,,€/pz,110.55,,,low
557,21,41,Join,Join accessories,Wing,AFGH,,,,€/pz,110.55,,,low
558,21,41,Join,Join accessories,Wing,AFGV,,,,€/pz,135.1,,,low
559,21,41,Join,Join accessories,Wing,AFGO,,,,€/pz,135.1,,,low
560,21,41,Join,Join accessories,Levity,AFD6,,,,€/pz,11.45,,,low
561,21,41,Join,Join accessories,Levity,AFFW,,,,€/pz,228.6,,,low
562,21,41,Join,Join accessories,Levity,AFF3,,,,€/pz,228.6,,,low
563,21,41,Join,Join accessories,Levity,AFF8,,,,€/pz,110.55,,,low
564,21,41,Join,Join accessories,Levity,AFGI,,,,€/pz,110.55,,,low
565,21,41,Join,Join accessories,Levity,AFGW,,,,€/pz,135.1,,,low
566,21,41,Join,Join accessories,Levity,AFGP,,,,€/pz,135.1,,,low
567,21,41,Join,Join accessories,Manor,AFD7,,,,€/pz,11.45,,,low
568,21,41,Join,Join accessories,Manor,AFFX,,,,€/pz,228.6,,,low
569,21,41,Join,Join accessories,Manor,AFF4,,,,€/pz,228.6,,,low
570,21,41,Join,Join accessories,Manor,AFF9,,,,€/pz,110.55,,,low
571,21,41,Join,Join accessories,Manor,AFGJ,,,,€/pz,110.55,,,low
572,21,41,Join,Join accessories,Manor,AFGX,,,,€/pz,135.1,,,low
573,21,41,Join,Join accessories,Manor,AFGQ,,,,€/pz,135.1,,,low
574,21,41,Join,Join accessories,Platinum,AHI2,,,,€/pz,11.45,,,low
575,21,41,Join,Join accessories,Platinum,AHJW,,,,€/pz,228.6,,,low
576,21,41,Join,Join accessories,Platinum,AHJR,,,,€/pz,228.6,,,low
577,21,41,Join,Join accessories,Platinum,AHJH,,,,€/pz,110.55,,,low
578,21,41,Join,Join accessories,Platinum,AHJC,,,,€/pz,110.55,,,low
579,21,41,Join,Join accessories,Platinum,AHKB,,,,€/pz,135.1,,,low
580,21,41,Join,Join accessories,Platinum,AHJ6,,,,€/pz,135.1,,,low
581,21,41,Join,Join accessories,Plume,AFD8,,,,€/pz,11.45,,,low
582,21,41,Join,Join accessories,Plume,AHLV,,,,€/pz,228.6,,,low
583,21,41,Join,Join accessories,Plume,AHLT,,,,€/pz,228.6,,,low
584,21,41,Join,Join accessories,Plume,AFGA,,,,€/pz,110.55,,,low
585,21,41,Join,Join accessories,Plume,AFGK,,,,€/pz,110.55,,,low
586,21,41,Join,Join accessories,Plume,AFGY,,,,€/pz,135.1,,,low
587,21,41,Join,Join accessories,Plume,AFGR,,,,€/pz,135.1,,,low
588,21,41,Join,Join accessories,Glare,AFD3,,,,€/pz,11.45,,,low
589,21,41,Join,Join accessories,Glare,AFFT,,,,€/pz,228.6,,,low
590,21,41,Join,Join accessories,Glare,AFF1,,,,€/pz,228.6,,,low
591,21,41,Join,Join accessories,Glare,AFF5,,,,€/pz,110.55,,,low
592,21,41,Join,Join accessories,Glare,AFGF,,,,€/pz,110.55,,,low
593,21,41,Join,Join accessories,Glare,AFGT,,,,€/pz,135.1,,,low
594,21,41,Join,Join accessories,Glare,AFGM,,,,€/pz,135.1,,,low
595,21,41,Join,Join accessories,Moon,AHI3,,,,€/pz,11.45,,,low
596,21,41,Join,Join accessories,Moon,AHJX,,,,€/pz,228.6,,,low
597,21,41,Join,Join accessories,Moon,AHJS,,,,€/pz,228.6,,,low
598,21,41,Join,Join accessories,Moon,AHJI,,,,€/pz,110.55,,,low
599,21,41,Join,Join accessories,Moon,AHJD,,,,€/pz,110.55,,,low
600,21,41,Join,Join accessories,Moon,AHKC,,,,€/pz,135.1,,,low
601,21,41,Join,Join accessories,Moon,AHJ7,,,,€/pz,135.1,,,low
602,21,41,Join,Join accessories,Chimney,AFD9,,,,€/pz,11.45,,,low
603,21,41,Join,Join accessories,Chimney,AHLU,,,,€/pz,228.6,,,low
604,21,41,Join,Join accessories,Chimney,AHLS,,,,€/pz,228.6,,,low
605,21,41,Join,Join accessories,Chimney,AFGB,,,,€/pz,110.55,,,low
606,21,41,Join,Join accessories,Chimney,AFGL,,,,€/pz,110.55,,,low
607,21,41,Join,Join accessories,Chimney,AFGZ,,,,€/pz,135.1,,,low
608,21,41,Join,Join accessories,Chimney,AFGS,,,,€/pz,135.1,,,low
609,21,41,Join,Join accessories,Mocha,AHI6,,,,€/pz,11.45,,,low
610,21,41,Join,Join accessories,Mocha,AHJ0,,,,€/pz,228.6,,,low
611,21,41,Join,Join accessories,Mocha,AHJV,,,,€/pz,228.6,,,low
612,21,41,Join,Join accessories,Mocha,AHJL,,,,€/pz,110.55,,,low
613,21,41,Join,Join accessories,Mocha,AHJG,,,,€/pz,110.55,,,low
614,21,41,Join,Join accessories,Mocha,AHKF,,,,€/pz,135.1,,,low
615,21,41,Join,Join accessories,Mocha,AHKA,,,,€/pz,135.1,,,low
616,21,41,Join,Join accessories,Spice,AFEA,,,,€/pz,11.45,,,low
617,21,41,Join,Join accessories,Spice,AFFY,,,,€/pz,228.6,,,low
618,21,41,Join,Join accessories,Spice,AFGC,,,,€/pz,110.55,,,low
619,21,41,Join,Join accessories,Spice,AFG0,,,,€/pz,135.1,,,low
620,21,41,Join,Join accessories,Peach,AHI8,,,,€/pz,11.45,,,low
621,21,41,Join,Join accessories,Peach,AHJ2,,,,€/pz,228.6,,,low
622,21,41,Join,Join accessories,Peach,AHJN,,,,€/pz,110.55,,,low
623,21,41,Join,Join accessories,Peach,AHKH,,,,€/pz,135.1,,,low
624,21,41,Join,Join accessories,Mango,AHJB,,,,€/pz,11.45,,,low
625,21,41,Join,Join accessories,Mango,AHJ5,,,,€/pz,228.6,,,low
626,21,41,Join,Join accessories,Mango,AHJQ,,,,€/pz,110.55,,,low
627,21,41,Join,Join accessories,Mango,AHKK,,,,€/pz,135.1,,,low
628,21,41,Join,Join accessories,Lilac,AHI9,,,,€/pz,11.45,,,low
629,21,41,Join,Join accessories,Lilac,AHJ3,,,,€/pz,228.6,,,low
630,21,41,Join,Join accessories,Lilac,AHJO,,,,€/pz,110.55,,,low
631,21,41,Join,Join accessories,Lilac,AHKI,,,,€/pz,135.1,,,low
632,21,41,Join,Join accessories,Verve,AFEB,,,,€/pz,11.45,,,low
633,21,41,Join,Join accessories,Verve,AFFZ,,,,€/pz,228.6,,,low
634,21,41,Join,Join accessories,Verve,AFGD,,,,€/pz,110.55,,,low
635,21,41,Join,Join accessories,Verve,AFG1,,,,€/pz,135.1,,,low
636,21,41,Join,Join accessories,Fern,AHI7,,,,€/pz,11.45,,,low
637,21,41,Join,Join accessories,Fern,AHJ1,,,,€/pz,228.6,,,low
638,21,41,Join,Join accessories,Fern,AHJM,,,,€/pz,110.55,,,low
639,21,41,Join,Join accessories,Fern,AHKG,,,,€/pz,135.1,,,low
640,21,41,Join,Join accessories,Ink,AFEC,,,,€/pz,11.45,,,low
641,21,41,Join,Join accessories,Ink,AFF0,,,,€/pz,228.6,,,low
642,21,41,Join,Join accessories,Ink,AFGE,,,,€/pz,110.55,,,low
643,21,41,Join,Join accessories,Ink,AFG2,,,,€/pz,135.1,,,low
644,21,41,Join,Join accessories,Sky,AHJA,,,,€/pz,11.45,,,low
645,21,41,Join,Join accessories,Sky,AHJ4,,,,€/pz,228.6,,,low
646,21,41,Join,Join accessories,Sky,AHJP,,,,€/pz,110.55,,,low
647,21,41,Join,Join accessories,Sky,AHKJ,,,,€/pz,135.1,,,low
648,22,42,Join,Join Line / Gold decorative slabs,AHYE,AHYE,120x278 cm,,"Matt
RT",€/mq,607.7,,,medium
649,22,42,Join,Join Line / Gold decorative slabs,AHYF,AHYF,120x278 cm,,"Matt
RT",€/mq,607.7,,,medium
650,22,42,Join,Join Line / Gold decorative slabs,AHYG,AHYG,120x278 cm,,"Matt
RT",€/mq,607.7,,,medium
651,22,42,Join,Join Line / Gold decorative slabs,AHYH,AHYH,120x278 cm,,"Matt
RT",€/mq,607.7,,,medium
652,22,42,Join,Join Line / Gold decorative slabs,AHYI,AHYI,120x278 cm,,"Matt
RT",€/mq,607.7,,,medium
653,22,42,Join,Join Line / Gold decorative slabs,AHYJ,AHYJ,120x278 cm,,"Matt
RT",€/mq,607.7,,,medium
654,22,42,Join,Join Line / Gold decorative slabs,AHXR,AHXR,120x278 cm,,"Matt
RT",€/mq,808.55,,,medium
655,22,42,Join,Join Line / Gold decorative slabs,AHXS,AHXS,120x278 cm,,"Matt
RT",€/mq,808.55,,,medium
656,22,42,Join,Join Line / Gold decorative slabs,AHXT,AHXT,120x278 cm,,"Matt
RT",€/mq,808.55,,,medium
657,22,42,Join,Join Line / Gold decorative slabs,AHXU,AHXU,120x278 cm,,"Matt
RT",€/mq,808.55,,,medium
658,24,44,Join,Join mosaics and decorations,Candle,AHIO,30x30 cm,,,€/mq,160.7,,,medium
659,24,44,Join,Join mosaics and decorations,Candle,AbUz,30x30 cm,,,€/mq,194.9,,,medium
660,24,44,Join,Join mosaics and decorations,Candle,AHYQ,30x30 cm,,,€/mq,350.2,,,medium
661,24,44,Join,Join mosaics and decorations,Candle,AHZA,20x20 cm,,,€/mq,226.6,,,medium
662,24,44,Join,Join mosaics and decorations,Candle,AHWX,60x120 cm,,,€/mq,171.8,,,medium
663,24,44,Join,Join mosaics and decorations,Candle,AHZZ,30x60 cm,,,€/mq,200.85,,,medium
664,24,44,Join,Join mosaics and decorations,Ivory,AHIP,30x30 cm,,,€/mq,160.7,,,medium
665,24,44,Join,Join mosaics and decorations,Ivory,AHWE,30x30 cm,,,€/mq,194.9,,,medium
666,24,44,Join,Join mosaics and decorations,Ivory,AHYR,30x30 cm,,,€/mq,350.2,,,medium
667,24,44,Join,Join mosaics and decorations,Ivory,AHZB,20x20 cm,,,€/mq,226.6,,,medium
668,24,44,Join,Join mosaics and decorations,Ivory,AHWY,60x120 cm,,,€/mq,171.8,,,medium
669,24,44,Join,Join mosaics and decorations,Ivory,AHZ0,30x60 cm,,,€/mq,200.85,,,medium
670,24,44,Join,Join mosaics and decorations,Ginger,AHIQ,30x30 cm,,,€/mq,160.7,,,medium
671,24,44,Join,Join mosaics and decorations,Ginger,AHWF,30x30 cm,,,€/mq,194.9,,,medium
672,24,44,Join,Join mosaics and decorations,Ginger,AHYS,30x30 cm,,,€/mq,350.2,,,medium
673,24,44,Join,Join mosaics and decorations,Ginger,AHZC,20x20 cm,,,€/mq,226.6,,,medium
674,24,44,Join,Join mosaics and decorations,Ginger,AHWZ,60x120 cm,,,€/mq,171.8,,,medium
675,24,44,Join,Join mosaics and decorations,Ginger,AHZ1,30x60 cm,,,€/mq,200.85,,,medium
676,24,44,Join,Join mosaics and decorations,Wing,AHIR,30x30 cm,,,€/mq,160.7,,,medium
677,24,44,Join,Join mosaics and decorations,Wing,AHWC,30x30 cm,,,€/mq,194.9,,,medium
678,24,44,Join,Join mosaics and decorations,Wing,AHYT,30x30 cm,,,€/mq,350.2,,,medium
679,24,44,Join,Join mosaics and decorations,Wing,AHZD,20x20 cm,,,€/mq,226.6,,,medium
680,24,44,Join,Join mosaics and decorations,Wing,AHW0,60x120 cm,,,€/mq,171.8,,,medium
681,24,44,Join,Join mosaics and decorations,Wing,AHZ2,30x60 cm,,,€/mq,200.85,,,medium
682,24,44,Join,Join mosaics and decorations,Levity,AHIK,30x30 cm,,,€/mq,160.7,,,medium
683,24,44,Join,Join mosaics and decorations,Levity,AHWA,30x30 cm,,,€/mq,194.9,,,medium
684,24,44,Join,Join mosaics and decorations,Levity,AHYM,30x30 cm,,,€/mq,350.2,,,medium
685,24,44,Join,Join mosaics and decorations,Levity,AHY6,20x20 cm,,,€/mq,226.6,,,medium
686,24,44,Join,Join mosaics and decorations,Levity,AHWT,60x120 cm,,,€/mq,171.8,,,medium
687,24,44,Join,Join mosaics and decorations,Levity,AHZU,30x60 cm,,,€/mq,200.85,,,medium
688,24,44,Join,Join mosaics and decorations,Manor,AHIS,30x30 cm,,,€/mq,160.7,,,medium
689,24,44,Join,Join mosaics and decorations,Manor,AHWH,30x30 cm,,,€/mq,194.9,,,medium
690,24,44,Join,Join mosaics and decorations,Manor,AHYU,30x30 cm,,,€/mq,350.2,,,medium
691,24,44,Join,Join mosaics and decorations,Manor,AHZE,20x20 cm,,,€/mq,226.6,,,medium
692,24,44,Join,Join mosaics and decorations,Manor,AHW1,60x120 cm,,,€/mq,171.8,,,medium
693,24,44,Join,Join mosaics and decorations,Manor,AHZ3,30x60 cm,,,€/mq,200.85,,,medium
694,24,44,Join,Join mosaics and decorations,Platinum,AHIL,30x30 cm,,,€/mq,160.7,,,medium
695,24,44,Join,Join mosaics and decorations,Platinum,AHWB,30x30 cm,,,€/mq,194.9,,,medium
696,24,44,Join,Join mosaics and decorations,Platinum,AHYN,30x30 cm,,,€/mq,350.2,,,medium
697,24,44,Join,Join mosaics and decorations,Platinum,AHY7,20x20 cm,,,€/mq,226.6,,,medium
698,24,44,Join,Join mosaics and decorations,Platinum,AHWU,60x120 cm,,,€/mq,171.8,,,medium
699,24,44,Join,Join mosaics and decorations,Platinum,AHZW,30x60 cm,,,€/mq,200.85,,,medium
700,24,44,Join,Join mosaics and decorations,Plume,AHIJ,30x30 cm,,,€/mq,160.7,,,medium
701,24,44,Join,Join mosaics and decorations,Plume,AHV9,30x30 cm,,,€/mq,194.9,,,medium
702,24,44,Join,Join mosaics and decorations,Plume,AHYL,30x30 cm,,,€/mq,350.2,,,medium
703,24,44,Join,Join mosaics and decorations,Plume,AHY5,20x20 cm,,,€/mq,226.6,,,medium
704,24,44,Join,Join mosaics and decorations,Plume,AHWS,60x120 cm,,,€/mq,171.8,,,medium
705,24,44,Join,Join mosaics and decorations,Plume,AHZT,30x60 cm,,,€/mq,200.85,,,medium
706,24,44,Join,Join mosaics and decorations,Glare,AHIM,30x30 cm,,,€/mq,160.7,,,medium
707,24,44,Join,Join mosaics and decorations,Glare,AHWC,30x30 cm,,,€/mq,194.9,,,medium
708,24,44,Join,Join mosaics and decorations,Glare,AHYO,30x30 cm,,,€/mq,350.2,,,medium
709,24,44,Join,Join mosaics and decorations,Glare,AHY8,20x20 cm,,,€/mq,226.6,,,medium
710,24,44,Join,Join mosaics and decorations,Glare,AHWV,60x120 cm,,,€/mq,171.8,,,medium
711,24,44,Join,Join mosaics and decorations,Glare,AHZX,30x60 cm,,,€/mq,200.85,,,medium
712,24,44,Join,Join mosaics and decorations,Moon,AHIN,30x30 cm,,,€/mq,160.7,,,medium
713,24,44,Join,Join mosaics and decorations,Moon,AHWD,30x30 cm,,,€/mq,194.9,,,medium
714,24,44,Join,Join mosaics and decorations,Moon,AHYP,30x30 cm,,,€/mq,350.2,,,medium
715,24,44,Join,Join mosaics and decorations,Moon,AHY9,20x20 cm,,,€/mq,226.6,,,medium
716,24,44,Join,Join mosaics and decorations,Moon,AHWW,60x120 cm,,,€/mq,171.8,,,medium
717,24,44,Join,Join mosaics and decorations,Moon,AHZY,30x60 cm,,,€/mq,200.85,,,medium
718,24,44,Join,Join mosaics and decorations,Chimney,AHII,30x30 cm,,,€/mq,160.7,,,medium
719,24,44,Join,Join mosaics and decorations,Chimney,AbUy,30x30 cm,,,€/mq,194.9,,,medium
720,24,44,Join,Join mosaics and decorations,Chimney,AHYK,30x30 cm,,,€/mq,350.2,,,medium
